scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
RigVeda,8,2,NULL,Sukta - 2,Sukta,"The aspirants offer the purified Soma, of three type (mind, vital, physical), mixed with products of knowledge to Indra. Purodasha (frontal offering) is also made. The aspirants sing the glories of Indra and pray for His riches
The seer praises the gifts of Vibhinda",Mantra,1
RigVeda,8,3,NULL,Sukta - 3,Sukta,"The seer desires to increase Indra (in the inner being) with the stomas (affirmative chants). He seeks the protection of Indra for the aspirants, like He protected the seers of old by destroying the hostiles. He seeks the riches and the truth-vision from Indra
The seer praises the gifts of Pakasthama (of the lineage of Kaurayana)",Mantra,1
RigVeda,8,4,NULL,Sukta - 4,Sukta,"The Kanvas (praisers) call Indra to Yajna to drink the Soma. They pray to Pushan (the increaser) and Indra to provide Their riches (strengths, illuminations, life-energies, perfect forms etc.)
The seer praises the gifts of Kurunga",Mantra,1
RigVeda,8,5,NULL,Sukta - 5,Sukta,"The stoma (affirming chant) is for Ashwins (the divine physicians who perfect the lower being for bliss) who are asked to arrive in their golden car with the dawn for the Soma offering. They fertilize the (mental) fields of the aspirants with ghritam (clarities) for the increase of the cows (illuminations). They have accomplished great feats - They helped Bhujyu (the seeker of enjoyment) - son of Tugra (the Forceful-Hastening) -to cross the ocean (of existence in-between the two widenesses); healed the Kanvas; provided to Anshu, Agastya, Sobhari the riches, illuminations, plenitudes respectively etc.
The seer praises the gifts of Kashu (of the lineage of Chedi)",Mantra,1
RigVeda,8,6,NULL,Sukta - 6,Sukta,"Indra's mighty powers and actions are praised by the seer, who has achieved the truth-enlightened intellect with Indra's grace, The Prishnis (perhaps different kinds of natures in man) are fertilized by Indra for new manifestations. The Kanvas manifest and increase His power in themselves and pray for His riches
The seer praises the gifts of Tirindira (of the lineage of Parshu)",Mantra,1
RigVeda,8,7,NULL,Sukta - 7,Sukta,"Maruts (the luminous life powers that strengthen the will & impel the thoughts), sons of Prishni (producing variations, nature) and Rudra (lord of evolution) push the triple being of man on the path of progress. They make",Mantra,1
RigVeda,8,8,NULL,Sukta - 8,Sukta," Ashvins (divine physicians who perfect our being for their bliss) are golden in form, move in a golden car with Surya (daughter of sun of truth), on a path made of gold (i.e. they are truthful in all aspects). They are invited to the Soma offering (i.e. offering of the aspirant's delight of
action/experience/existence) and are increased (in the inner being) through the stomas (affirming chants) by ths seer",Mantra,1
RigVeda,8,9,NULL,Sukta - 9,Sukta,"The seer makes offerings and recalls the help given by Ashvins to sages in the past. They are the healers of all the lower afflictions. The seer prays to Them for protection from the hostiles, they are asked to manifest in
harmony with the other Gods. Usha (the divine dawn) is asked to awaken the Ashwins in the inner being",Mantra,1
RigVeda,8,10,NULL,Sukta - 10,Sukta,"Ashvins are asked to make their blissful manifestation in the pilgrim- sacrifice, as they are the friends of the human seeker",Mantra,1
RigVeda,8,11,NULL,Sukta - 11,Sukta,"Agni (lord of the divine will) maintains the Vratas (laws of workings), is the divine in mortals, is the Rathi (charioteer) of the Adhvaranam (pilgrim- sacrifices), is visho vishwa prabhuh (lord of all communities). The seer invokes Him for protection in the sacrificial journey",Mantra,1
RigVeda,8,12,NULL,Sukta - 12,Sukta,"The seer offers the stomas (affirming chants) to Indra (the lord of the divine mind). Indra is the helper of the Dashagvas (ten rayed Angirasas), the protector of the aspirants, the giver or illuminations, increaser of earth (physical) and heaven (mental), destroyer of hostiles like Vritra (the inconscient concealer), one who becomes rapturous with Soma (the delight of action/experience/existence) etc.",Mantra,1
RigVeda,8,13,NULL,Sukta - 13,Sukta,"The seer offer the extracted Soma and words of aspiration and confirmation to Indra, and prays for His increase in the inner being for the plenitude and felicities and inspirations and victories over hostiles. The seer also calls His associates Maruts (the luminous life powers that form the will and impel the thoughts) to be a part of the sacrificial journey",Mantra,1
RigVeda,8,14,NULL,Sukta - 14,Sukta,"The seer expresses his aspiration and the superb giving capacity of Indra by rhetorically placing himself in Indra's position. Indra's mighty accomplishments are narrated (the Angirasa victory, destruction of hostiles like Vala, Namuchi etc.)",Mantra,1
RigVeda,8,15,NULL,Sukta - 15,Sukta,"Indra upholds all the illumined states of being in the aspirant, all the flow of energies and inspirations. He is increased by the physical and mental and the waters of being (perhaps once His inner birth is accomplishes). He has made His light to shine on Ayu, Manu, on the sacred seat (perhaps the triple being of life, mind and body respectively)",Mantra,1
RigVeda,8,16,NULL,Sukta - 16,Sukta,"The prayers and praises of the aspirants naturally flow towards Indra, He is the master accomplisher and giver of riches. Indra is the Brahma (the word) and the Rishi (the seer)",Mantra,1
RigVeda,8,17,NULL,Sukta - 17,Sukta,"The aspirants have prepared the Soma in the Kundapayi Yajna (a special inner way of consuming the Soma), they send out the hymn to Indra to invite Him to the offering",Mantra,1
RigVeda,8,18,NULL,Sukta - 18,Sukta,"The path of Adityas (the sons of Aditi or infinite consciousness, primarily referring to the solar gods) is free from all crookedness, no hostile force can act against their will. The seer prays for the wide security provided by Aditi and the gods",Mantra,1
RigVeda,8,19,NULL,Sukta - 19,Sukta,"Agni (lord of the divine will) is the friendly charioteer in the mortals in their sacrificial journey. Fuelled by their aspirations, He makes their offerings to the immortals of the Sun-world (Adityas), and brings back the wealth (of the spirit) for them.
The seer praises the gifts of Trasadasyu (One whom the dividers and destroyers fear), son of Purukutsa (one with a wide vision)",Mantra,1
RigVeda,8,20,NULL,Sukta - 20,Sukta,"The seer seeks the mighty Maruts (the luminous life powers who strengthen the will and impel the thoughts) for the overcoming of the obstacles in the paths. Their force make the seemingly immovable things move; the high realisations become higher and the vast become vaster. They are protector and healers, they grant to the aspirant illuminations and plenitude and bliss",Mantra,1
RigVeda,8,21,NULL,Sukta - 21,Sukta,"The aspirants call to Indra (lord of the divine mind) with their offerings of Soma mixed with milk products (delight mixed with knowledge). The seer prays to Indra for granting His protection & riches (of knowledge & strength)
The seer praises the gifts of Chitra (the wonderful) on the banks of Saraswati (Truth-audition)",Mantra,1
RigVeda,8,22,NULL,Sukta - 22,Sukta,"The seer praises the car (medium of movement) of Ashvins (divine physicians who perfect our being for their bliss), by which they travel with Surya (daughter of sun of truth), and its connection to the triple principle. Ashwins fill the wells (energy centres) at the bottom of the being. Their help to Trikshi (son of Trasadasyu), Bhujyu, Paktha, Adhrigu, Babhru etc. is praised. The seer prays to These Rudras (forces of evolution) to not allow any enemy to overcome the aspirants ",Mantra,1
RigVeda,8,23,NULL,Sukta - 23,Sukta,"Agni (the lord of the divine will) races towards the divine goal and finds the riches for the aspirants, the aspirants cling to him with their (soul) words. The seer makes offerings to Agni with the ladle (motive force) and prays to Him for riches and protection from the maya (mage formations) of the hostiles",Mantra,1
RigVeda,8,24,NULL,Sukta - 24,Sukta,"Indra (lord of the divine mind) helps the aspirants with their needs, the seer prays for the strength to be in His protection always. Indra is the tenth in addition to the nine (perhaps the tenth principle in the being in addition",Mantra,1
RigVeda,8,25,NULL,Sukta - 25,Sukta,"Mitra (Lord of Harmony) and Varuna (Lord of Vastness) are the sons of Adiiti (infinite consciousness) who uphold the Vratas (law of workings). Born in the cosmos of Daksha (the discriminating and distributing Thought of the divine Mind), they are the givers of the riches to the aspirants. They are the possessors fo truth and dwell in the vastness of the brihat divah (great heaven, truth-world).
The seer prays to other Gods to protect the wealth of the spirit
The seer praises the gifts of son of Sushaman (perhaps same as Varu)",Mantra,1
RigVeda,8,26,NULL,Sukta - 26,Sukta,"The seer calls the Ashvins (divine physicians who perfect our being for their bliss), to bestow their grace upon Varu as they did for Sushaman. They destroy all kinds of hostiles for the sake of the aspirants, and gift the aspirants the riches of the spirit. The golden shvetayavari (brilliant inner movement) is capable of bearing the action of the Ashvins, the seer prays for its manifestation
Vayu (the lord of life) is Ritaspati (the master of truth in manifestation) and the son-in-law of Tvashtra (the divine sculptor), (perhaps implying that Vayu is the lord of the action of Tvashtra's power in the lower triple worlds). The seer prays for His arrival with His perfect life energies",Mantra,1
RigVeda,8,27,NULL,Sukta - 27,Sukta,The seer prays to all-gods for protection and for the manifestation of their respective powers in the inner being for a successful sacrificial journey,Mantra,1
RigVeda,8,28,NULL,Sukta - 28,Sukta,The seer acknowledges the presence of the 33 gods and prays for Their environing protection,Mantra,1
RigVeda,8,29,NULL,Sukta - 29,Sukta,The seer individually mentions the gods seated in the inner sacrifice with description of their powers and forms,Mantra,1
RigVeda,8,30,NULL,Sukta - 30,Sukta,The Gods exist eternally and not affected by the movement of time. The seer prays to Them for maintaining the aspirants on the ancient path of Truth,Mantra,1
RigVeda,8,31,NULL,Sukta - 31,Sukta,"The seer prays to Indra (the lord of the divine mind) and other gods for the aspiring couple (soul & nature) who have sincerely made the self- offerings (delight & knowledge & frontal being).
The aspirant who makes the offerings is protected and is granted the riches (new potent realisations, life-energies, illuminations etc.)",Mantra,1
RigVeda,8,32,NULL,Sukta - 32,Sukta,Indra (the lord of the divine mind) in His Soma-rapture (rapture of the offered delight) destroys the hostiles and grants the riches of illuminations and energies. The seer seeks His companionship in the sacrificial journey,Mantra,1
RigVeda,8,33,NULL,Sukta - 33,Sukta,"The seer invitees Indra to the Soma offering, His chariot is golden (i.e. true movement), His horses (higher mental powers) are mighty, His hands are perfect (perhaps intuition & discernment), His action and opulence is thousandfold.
Indra declares that the feminine will is raghu (prompt) and thus the feminine mind cannot be restrained. The aspirants of such nature are advised to keep their appearance modest with their entry into seerhood (with the manifestation of Indra power)",Mantra,1
RigVeda,8,34,NULL,Sukta - 34,Sukta,"Indra is the ruler of divah (heaven of mind), He is asked to come to the sacrifice and return after fulfilling the aspirations of the aspirants.
The collective of the aspirants prays to Him for obtaining the mighty life- energies glowing with the Truth",Mantra,1
RigVeda,8,35,NULL,Sukta - 35,Sukta,The seer calls the Ashvins (divine physicians who perfect our being for their bliss) to come to the three delight-offerings (Savana) accompanied,Mantra,1
RigVeda,8,36,NULL,Sukta - 36,Sukta," Indra (lord of the divine mind) is invited to the Soma-offering, by the rapture of which he defeats the hostiles and releases the waters (of truth & bliss) along with Maruts (luminous life powers manifesting through will & thought)
(perhaps this is the morning-pressing of Soma, i.e. at the dawn of the spiritual day)",Mantra,1
RigVeda,8,37,NULL,Sukta - 37,Sukta,"The seer prays to Indra for protection in the battles
(this is the noon-pressing of Soma, i.e. in the full light of the spiritual day) ",Mantra,1
RigVeda,8,38,NULL,Sukta - 38,Sukta,"Indra and Agni (lord of the divine will) are invited to the Soma-offering as the ritwiks (i.e. maintainers of the true order, ritam, of the sacrifice) (perhaps this is the evening-pressing of Soma, i.e. at the onset of the night of the ordinary consciousness)",Mantra,1
RigVeda,8,39,NULL,Sukta - 39,Sukta,Agni is worshipped with the riks (illumined words) and asked to reveal the gods since he is the messenger between Them and the aspirants. The seer makes the offerings of clear thoughts to Agni and prays for the destruction of all that in the being which gives expression to the hostile force and opening of all that which hides the divine riches,Mantra,1
RigVeda,8,40,NULL,Sukta - 40,Sukta,"The seer sends a joint prayer to Agni and Indra; they who are the destroyers of hostiles, who release the waters of truth and bliss, who uncovered the sea of the seven foundations with its dim doors (perhaps the seven planes of the oceanic being, or the seven inner life centres in the middle ocean of being)",Mantra,1
RigVeda,8,41,NULL,Sukta - 41,Sukta,"Varuna (the lord of vastness) protects the aspirants with his guiding thought, which removes the maya (mage formations) of the hostiles. He stands amongst the seven rivers (pure movement of the ",Mantra,1
RigVeda,8,42,NULL,Sukta - 42,Sukta,"The seer prays for the trivarutham (triple armour in mind-life-body) of Varuna and to journey in his ship across the difficulties
The seer calls the Ashvins (divine physicians who perfect our being for their bliss) to partake in the Soma (delight of
action/experience/existence)",Mantra,1
RigVeda,8,43,NULL,Sukta - 43,Sukta,"Agni's (lord of the divine will) ascent from the (physical) earth to his native world (of truth) is described, transitioning from a vital will consuming the forests of vitality to the conscious leader of the journey who gallops to the goal",Mantra,1
RigVeda,8,44,NULL,Sukta - 44,Sukta,Agni is the hotar (one who calls the gods) and the ritwik (one who maintains the true order) and the ketum (intuitive guide) of the inner sacrifice. The seer seeks to increase His manifestation in the ,Mantra,1
RigVeda,8,45,NULL,Sukta - 45,Sukta,The Agni is kindled and the eternally-young friend Indra (lord of the divine mind) is called to the Soma (delight) offering. He was instructed by Aditi (the infinite consciousness) about the hostiles (perhaps the inconscient and subconscient concealers) at the time of His birth. The seer narrates the various accomplishments of Indra and prays for His riches (multitude of inspirations and life-energies),Mantra,1
RigVeda,8,46,NULL,Sukta - 46,Sukta,"Indra (lord of the divine mind) is the leader of the sacrificial journey, He is affirmatively lauded by the aspirants. Indra, ",Mantra,1
RigVeda,8,47,NULL,Sukta - 47,Sukta,The seer prays to the Adityas (sons of the infinite consciousness) for their protection and for their abundant riches & happiness not easily accessible to the aspirants. He prays to Usha (divine dawn) to keep away the evil imaginations/dreams/formations of the mind and vital,Mantra,1
RigVeda,8,48,NULL,Sukta - 48,Sukta,"The seer aspires for the drink of Soma for gaining immortality and opulence. Soma enters within and consumes the anger of the gods by becoming infinite, the seer seeks its protection from the hostiles",Mantra,1
RigVeda,8,49,NULL,Sukta - 49,Sukta,The seer offers the Soma pressed out of the being to Indra and prays to help the current aspirants as he helped those in the past,Mantra,1
RigVeda,8,50,NULL,Sukta - 50,Sukta,Indra becoming rapturous with Soma accomplishes great feats and gives abundantly the riches to the Soma-offeror. He moves throughout the sun-world with the mighty energies of Vayu,Mantra,1
RigVeda,8,51,NULL,Sukta - 51,Sukta,Indra accepted the Soma from the sages of past and achieved the divine victories for them over the hostiles. Indra is one with sapta shisha (seven principles of existence) and tridhatu (Vasu- Urja-Priyam or later Sat-Chit-Ananda),Mantra,1
RigVeda,8,52,NULL,Sukta - 52,Sukta,"The seer sends the stoma (affirmative chant) to Indra (lord of the divine mind) who is opulent. Indra accepts Soma (delight of action/experience/existence) from the aspirants, He is invoked by the power of the immortal heavens",Mantra,1
RigVeda,8,53,NULL,Sukta - 53,Sukta,The seer prays to Indra destroy the hostiles after becoming rapturous with the released Soma. He seeks constant companionship with Indra for the fulfilment of the aspirations,Mantra,1
RigVeda,8,54,NULL,Sukta - 54,Sukta,"Indra guards those who offer the Soma-delight and helps them reach Him by their true actions, the seer prays for the same result even
though he is empty of delight.
The seer prays to all-gods for protection. By following the sacrificial journey, the aspirants have become full of peace and won inspired knowledge",Mantra,1
RigVeda,8,55,NULL,Sukta - 55,Sukta,"The gifts of Indra or Praskanva are mentioned (which symbolically may mean mental strengths, illuminations, protective intuitions etc.) ",Mantra,1
RigVeda,8,56,NULL,Sukta - 56,Sukta,The seer further enumerates the gifts of Indra or Praskanva. Agni (lord of the divine will) is kindled which shines like Surya (sun of infinite truth),Mantra,1
RigVeda,8,57,NULL,Sukta - 57,Sukta,Ashvins (divine physicians who perfect our being for their bliss) are invited to the third Soma offering along with all the gods,Mantra,1
RigVeda,8,58,NULL,Sukta - 58,Sukta,The great truth of the unity of the gods in the One Divine is declared by the Seer,Mantra,1
RigVeda,8,59,NULL,Sukta - 59,Sukta,The seer invites Indra (lord of the divine mind) and Varuna (lord of the vastness) to the Soma (delight) offering and prays for Their thrice seven (i.e. complete in all aspects) protection and for the fulfilment of the aspirants through Their riches,Mantra,1
RigVeda,8,60,NULL,Sukta - 60,Sukta,"Agni (the lord of the divine will) is kindled for manifesting the gods in the inner sacrifice, for guarding the aspirants from the hostiles with His words (single, double, triple and quadruple), and for bringing the desired wealth of the spirit",Mantra,1
RigVeda,8,61,NULL,Sukta - 61,Sukta,"Indra is Purandara (destroyer of the habitations of the hostiles), and
Radhaspati (lord of the riches). The seer invites Indra to the Soma (delight) offering and prays for His protection and riches",Mantra,1
RigVeda,8,62,NULL,Sukta - 62,Sukta,The seer seeks to increase the inner manifestation of Indra through stutis (affirmatory/confirmatory lauds) of His powers and deeds,Mantra,1
RigVeda,8,63,NULL,Sukta - 63,Sukta,"Indra (lord of the divine mind) gave the guidance to Manu (original mental being), He releases (or himself is) the Vena (Soma, master of mental delight of existence, creator of sense-mind) in the sacrifice. ",Mantra,1
RigVeda,8,64,NULL,Sukta - 64,Sukta,"The seer prays to Indra to overcome the hostiles, to release the illuminations from the hold of the subconscient hill. He is offered the Soma from sharyanavat (inner space of the heart)",Mantra,1
RigVeda,8,65,NULL,Sukta - 65,Sukta,"Indra is invited to drink the released Soma, who provides the aspirants with thousands of truthful life-energies",Mantra,1
RigVeda,8,66,NULL,Sukta - 66,Sukta,"Indra is the mighty conqueror of the enemy forces. He reveals the hidden riches. The aspirants invites Him to the sacrifice with
affirmatory chants and delight offering",Mantra,1
RigVeda,8,67,NULL,Sukta - 67,Sukta,The seer prays to Aditi (infinite consciousness) and Her sons (Mitra- Varuna-Aryaman or Harmony-Vastness-Power) for their protection and for removing the sins (lower propensities that deviate from the truth),Mantra,1
RigVeda,8,68,NULL,Sukta - 68,Sukta,"The seer offers Soma and seeks the presence of Indra for protection and for the riches
The seer praises the gifts of sons of Atithigava, Riksha and Ashwamedha",Mantra,1
RigVeda,8,69,NULL,Sukta - 69,Sukta,"The seer releases the pure Soma (delight of
action/experience/existence) with the triple hymn (corresponding to the triple being) and mixes it with milk (of knowledge) for Indra",Mantra,1
RigVeda,8,70,NULL,Sukta - 70,Sukta,"The seer asks the aspirants to pray to Indra for protection and for achievements, He is the ever-victorious and the one whose might is praised by all",Mantra,1
RigVeda,8,71,NULL,Sukta - 71,Sukta,The seer prays to Agni (the lord of the divine will) for new wealth of the spirit and for the protection of the wealth attained,Mantra,1
RigVeda,8,72,NULL,Sukta - 72,Sukta,"Once Agni is lit in the inner being, it envelops all being. The opening to the infinite light above through Soma release is described, and also the achievement of the sevenfold knowledge & force",Mantra,1
RigVeda,8,73,NULL,Sukta - 73,Sukta,The seer seeks the protection and the riches of Ashwins (divine physicians who perfect out being for bliss) at the onset of the spiritual dawn,Mantra,1
RigVeda,8,74,NULL,Sukta - 74,Sukta,"Agni is the guest in the inner being who is increased by the offerings of the aspirants. He fills the movements of the being with light and
energy.
The seer praises the gifts of Shrutarvan (perhaps force of inspiration), son of Riksha (perhaps warrior strength)",Mantra,1
RigVeda,8,75,NULL,Sukta - 75,Sukta,"Agni (lord of the divine will) is the messenger of the aspirants for the gods, the seer prays to Him for the recovery of the
illuminations and the protection from the hostiles",Mantra,1
RigVeda,8,76,NULL,Sukta - 76,Sukta,Indra (lord of the divine mind) and Maruts (luminous life powers who manifest in the will & thought) are invoked by the seer to drink the Soma (delight of action/experience/existence) and destroy the hostiles,Mantra,1
RigVeda,8,77,NULL,Sukta - 77,Sukta,The seer sings about the glorious deeds of Indra since his birth (perhaps in the inner being of the seer). He drank the Soma and destroyed the hostiles with His arrows (of knowledge-force) and released the waters (of truth & bliss),Mantra,1
RigVeda,8,78,NULL,Sukta - 78,Sukta,The seer makes the delight and frontal offerings and prays to Indra for the riches of illuminations and energies,Mantra,1
RigVeda,8,79,NULL,Sukta - 79,Sukta,"Soma (perhaps when it is consumed by Indra) conquers the hostiles and gives the opulence, healings, knowledge-vision and means of progress to the seekers according to their need. He makes the gods to provide the riches to the aspirants",Mantra,1
RigVeda,8,80,NULL,Sukta - 80,Sukta,The seer prays to Indra (lord of the divine mind) to protect the chariot (movement on the path of progress) of the aspirants,Mantra,1
RigVeda,8,81,NULL,Sukta - 81,Sukta,"Indra is the lord of the riches, the seer prays to Him to distribute those with his hands (perhaps powers of discernment and intuition)",Mantra,1
RigVeda,8,82,NULL,Sukta - 82,Sukta,Indra (lord of the divine mind) is invoked by the seer to come from the high heavens of consciousness to drink the Soma (delight of action/experience/existence) offered through the force of aspiration,Mantra,1
RigVeda,8,83,NULL,Sukta - 83,Sukta,The seer prays to all-gods to remain His companions in the sacrificial journey and provide security and bliss,Mantra,1
RigVeda,8,84,NULL,Sukta - 84,Sukta,"Agni (lord of the divine will) is the friend who guides our journey, the seer prays for guidance in the conducts and to the goals of the sacrifice",Mantra,1
RigVeda,8,85,NULL,Sukta - 85,Sukta,Ashwins (divine physicians who perfect out being for bliss) are called to the Soma-offering,Mantra,1
RigVeda,8,86,NULL,Sukta - 86,Sukta,The seer prays for the companionship and help of Ashwins (divine physicians who perfect out being for bliss) as they helped the aspirants in the past,Mantra,1
RigVeda,8,87,NULL,Sukta - 87,Sukta,Ashwins are called to the Soma (delight) offering and manifest in the inner being. The aspirants seek protection an plenitude from Them,Mantra,1
RigVeda,8,88,NULL,Sukta - 88,Sukta,"Indra (lord of the divine mind) is great accomplisher, He is the giver of plentiful riches (illuminations, energies etc.) which no force can hinder",Mantra,1
RigVeda,8,89,NULL,Sukta - 89,Sukta,Maruts (luminous life powers who manifest in will & thought) are called to sing the great hymn of light & wisdom to Indra. The seer prays to Indra to destroy Vritra (inconscient concealer) and release the waters (of divine principles),Mantra,1
RigVeda,8,90,NULL,Sukta - 90,Sukta,"The seer offers the words of praise and Soma to Indra for
increasing His inner manifestation so as to obtain the riches of the spirit",Mantra,1
RigVeda,8,91,NULL,Sukta - 91,Sukta,"The lady seer offers Soma (delight) along with Karambha (clarity & strength in movement), Purodasha (frontal offering) etc. to Indra and seeks for making productive/progressive Her and Her father's being. Indra fulfillls Her aspirations",Mantra,1
RigVeda,8,92,NULL,Sukta - 92,Sukta,Indra (lord of the divine mind) widely increases after drinking the Soma (delight of action/experience/existence) and gives the plenitude to the seekers. The seer seeks the many-sided mentality for the winning of the riches and overcoming the enemies,Mantra,1
RigVeda,8,93,NULL,Sukta - 93,Sukta,"Indra is the slayer of Vritra (inconscient coverer), He is the invincible, He is the generous giver
The seer seeks the presence of Ribhus (the divine artisans) along with Indra in the Soma offering",Mantra,1
RigVeda,8,94,NULL,Sukta - 94,Sukta,"The seer offers the Soma to Maruts (the luminous life powers who manifest in will & thought), the sons of the cow Prishni (nature). All the gods partake in the Soma pressed out from the triple being",Mantra,1
RigVeda,8,95,NULL,Sukta - 95,Sukta,"Indra is offered the Soma brought by the soul-bird, and purified and mixed with infusions of knowledge by the aspirants. The pure manifestation of
Indra-power brings all the riches for the aspirants",Mantra,1
RigVeda,8,96,NULL,Sukta - 96,Sukta,"Indra's action take precedence over the action of other powers, He is the source of the lower triple being, He is the most mighty in the sacrificial journey through the mountain of existence. Along with 63 Maruts, He defeated Vritra in the bleakness. He killed the seven hostiles. The seer asks the aspirants to offer the affirmatory chants to Indra",Mantra,1
RigVeda,8,97,NULL,Sukta - 97,Sukta,"For the Soma offering aspirant with the words of force, Indra destroys the hostiles and takes him to His higher station. The aspirants or the gods together manifest Indra for victory in the battles, their mantras increase His power in the actions. The seer invites Him and seeks the removal of the non- giving tendencies in the being and prays for a safe passage through the sacrificial journey",Mantra,1
RigVeda,8,98,NULL,Sukta - 98,Sukta,Indra (lord of the divine mind) is the destroyer of hostiles and the increaser of the offerors of Soma (delight of action/experience/existence). The seekings of the seekers spontaneously move towards Indra. To Him they offer the vast chant,Mantra,1
RigVeda,8,99,NULL,Sukta - 99,Sukta,The seer invites Indra to the Soma offering to make Him rapturous for His victories and gifts,Mantra,1
RigVeda,8,100,NULL,Sukta - 100,Sukta,"
The aspirants go in front for gaining victory over the hostiles with the gods following them. The Soma is offered to Indra, so that the collaborative victory can be attained over Vritra (inconscient coverer). Regarding the questioning of Indra's existence by the seer Nema, Indra reveals His form and powers. The soul-bird ascends and fetches the Soma from the higher realms for Indra's drink. The divine speech is the nourishing power that the aspirants seek",Mantra,1
RigVeda,8,101,NULL,Sukta - 101,Sukta,The seer sends the affirmatory lauds and prays to various gods for the manifestation of their respective powers in the inner sacrifice,Mantra,1
RigVeda,8,102,NULL,Sukta - 102,Sukta,"Agni (lord of the divine will) brings the Gods to the inner sacrifice, He dwells in the ocean of existence, He shapes the inner being of the aspirants, He bears the seeker to the goal. The seer prays to Agni to accept the miniscule offerings he is able to give",Mantra,1
RigVeda,8,103,NULL,Sukta - 103,Sukta,"Agni is the great path-finder who ascends from the physical to the heights of the luminous mental worlds, thus leading the aspirants to the riches. The seer invites Agni with Maruts (luminous life powers who manifest in will & thought) to the Soma offering",Mantra,0
RigVeda,9,1,NULL,Sukta - 1,Sukta,"The seer sings the glories of Soma pavamana (pure streams of the delight of action/experience/existence), which is extracted for the rapture of Indra (lord of the divine mind) for the killings of Vritras (powers of inconscient). The Soma is purified by the daughter of the Sun of truth (divine dawn) in Her",Mantra,1
RigVeda,9,2,NULL,Sukta - 2,Sukta," The seer prays to Soma to flow towards Indra. Soma is perfect in power for the sacrifice (Sukratu). When it is mixed with the rays of knowledge, the great waters (of higher being) flow into it. Soma is purified through the strainer (of the enlightened mind). Soma is made more beatific through the words of the aspirants, It creates the wide world for them",Mantra,1
RigVeda,9,3,NULL,Sukta - 3,Sukta,"Th divine immortal Soma flows into the body swiftly and removes all crookedness. The truth-seekers make it ready for the conquest, it comes to the sacrifice on its ratha (medium of movement), it mixes with the waters (of being) and rises to (mental) heavens giving ratnas (ecstasies) to the seeker ",Mantra,1
RigVeda,9,4,NULL,Sukta - 4,Sukta,The seer seeks the growth of the truth-consciousness (Swar) and prays to Soma to make the aspirants full of desired possessions,Mantra,1
RigVeda,9,5,NULL,Sukta - 5,Sukta,"The seer calls the gods to the inner sacrifice through the power of Soma (Agni, the seer will, is perhaps identified with Soma here)",Mantra,1
RigVeda,9,6,NULL,Sukta - 6,Sukta,"The Soma is asked to manifest in the inner being through the cover of the sense mind (avyo vareshu, commonly interpreted as sheep skin). Once purified, it is mixes with knowledge for Indra and it spontaneously flows towards Him. Soma is described as the soul of the inner sacrifice",Mantra,1
RigVeda,9,7,NULL,Sukta - 7,Sukta,The seer seeks to travel on the paths of truth and beauty manifested by Soma (delight). Soma environs the seer-wisdoms which win the plenitude of the sun-world for the seers and destroys all hostiles,Mantra,1
RigVeda,9,8,NULL,Sukta - 8,Sukta,"Soma is made to flow through the sense-mind and is mixed with the rays of knowledge. It is placed in the Kalasha (body) as an offering to the gods to receive their gifts. It is the knower of Swar (truth-plane), the seer asks it to flow towards Indra (lord of the divine mind)",Mantra,1
RigVeda,9,9,NULL,Sukta - 9,Sukta,"The normal epithets used for Agni are applied to Soma here - He is the seer- will, carrier of offerings, child growing in the waters of being etc. The seer prays for His protection and the riches of illuminations and energies ",Mantra,1
RigVeda,9,10,NULL,Sukta - 10,Sukta,The streams of Soma manifest in the arms of the aspirant for doing conscious work. The divine vision sees the original abode of the Soma in the truth- world from which it flows and creates the delight of the inner dawn for the one making the sacrificial journey,Mantra,1
RigVeda,9,11,NULL,Sukta - 11,Sukta,"Soma is extracted by the hands and adri-stones (i.e. work and solidified aspiration), is infused with milk-products (variations of knowledge) and is offered to the gods",Mantra,1
RigVeda,9,12,NULL,Sukta - 12,Sukta,"Soma is released for Indra, it has the divine (truth) vision, it is greatened when passed through the cover of the sense-mind, it is perfect in power for the sacrifice (Sukratu)",Mantra,1
RigVeda,9,13,NULL,Sukta - 13,Sukta,"Soma is extracted and purified for the arrival of the gods, it is the means for the conquest of the plenitude, it is established in the body with the sounds that remove the hostiles",Mantra,1
RigVeda,9,14,NULL,Sukta - 14,Sukta,"Soma (delight of action/experience/existence) flows in the conscious workers, the pancha vratah (five types of people corresponding to five states of consciousness) sing its praise. Being purified and mixed with rays of knowledge, it flows towards Indra (lord of the divine mind)",Mantra,1
RigVeda,9,15,NULL,Sukta - 15,Sukta,"The Soma reaches Indra and the vast godhead with the subtle (anvaya) and environing/many-sided (puru) thoughts (dhiya). It creates the strengths in the aspirants, It conquers the hostiles ",Mantra,1
RigVeda,9,16,NULL,Sukta - 16,Sukta,"With the discerning will, Soma is mixed with subtle knowledge and the waters of being and is offered to Indra",Mantra,1
RigVeda,9,17,NULL,Sukta - 17,Sukta,"Some destroys the hostiles, it is increased by the ukthas (expressed words). At its heights beyond the triple realm of mental heavens (divine intellect, aesthetic/emotional,",Mantra,1
RigVeda,9,18,NULL,Sukta - 18,Sukta,"Soma unites and upholds all in the bliss it creates, it gifts the riches to the aspirants",Mantra,1
